concept_code,target_concept_code,n_code_target
31344-devices_own-1,31346-past12mo_tech-3,202
31346-past12mo_tech-3,31344-devices_own-1,202
31393-join_why-5,31393-join_why-1,202
31393-join_why-1,31393-join_why-5,202
31393-join_why-4,30160-Symptom_Inflamm-1,202
31405-skipped_why-4,31396-join_hear-1,202
31396-join_hear-1,31405-skipped_why-4,202
bin_32136-vaccine_didyou,31346-past12mo_tech-3,201
31346-past12mo_tech-1,31356-past12_recommended-4,201
31356-past12_recommended-4,31346-past12mo_tech-1,201
30103-conditionsrisks-20,31356-past12_recommended-1,201
31356-past12_recommended-1,30103-conditionsrisks-20,201
30082-Race-2,31344-devices_own-1,200
30082-Race-1,31393-join_why-3,200
bin_30170-Flu_shot,31393-join_why-2,200
bin_30170-Flu_shot,bin_30107-alcohol_consume,200
31356-past12_recommended-1,31344-devices_own-2,199
31393-join_why-6,31356-past12_recommended-1,199
31356-past12_recommended-1,31393-join_why-6,199
31344-devices_own-2,31356-past12_recommended-1,199
31356-past12_recommended-4,31393-join_why-2,197
31356-past12_recommended-2,30153-Symptoms-1,197
31393-join_why-2,31356-past12_recommended-4,197
30153-Symptoms-1,31356-past12_recommended-2,197
31346-past12mo_tech-2,30166-Prev_exposure-1,194
30166-Prev_exposure-1,31346-past12mo_tech-2,194
31356-past12_recommended-4,31356-past12_recommended-1,194
30086-Gender-1,30160-Symptom_Inflamm-1,194
31356-past12_recommended-1,31356-past12_recommended-4,194
30082-Race-2,bin_30107-alcohol_consume,194
bin_30170-Flu_shot,30154-Symptoms_Resp-1,194
31344-devices_own-2,31393-join_why-5,193
31393-join_why-5,31344-devices_own-2,193
31393-join_why-6,30154-Symptoms_Resp-1,193
30154-Symptoms_Resp-1,31393-join_why-6,193
31346-past12mo_tech-3,30166-Prev_exposure-1,192
31344-devices_own-2,bin_30107-alcohol_consume,192
bin_30107-alcohol_consume,31344-devices_own-2,192
30166-Prev_exposure-1,31346-past12mo_tech-3,192
31393-join_why-5,31393-join_why-4,191
31346-past12mo_tech-1,31396-join_hear-2,191
31396-join_hear-2,31346-past12mo_tech-1,191
bin_36096-Post_covidvaccine,31344-devices_own-1,191
30086-Gender-1,31386-covid_results-2,191
31393-join_why-4,31393-join_why-5,191
31393-join_why-4,31344-devices_own-1,190
bin_30171-COVID_vaccine,31393-join_why-4,190
31344-devices_own-1,31393-join_why-4,190
30086-Gender-2,31356-past12_recommended-2,189
bin_32136-vaccine_didyou,31393-join_why-4,189
bin_32136-vaccine_didyou,31396-join_hear-1,189
31346-past12mo_tech-3,31346-past12mo_tech-1,189
31346-past12mo_tech-1,31346-past12mo_tech-3,189
31346-past12mo_tech-3,30156-Symptom_GI-1,189
30156-Symptom_GI-1,31346-past12mo_tech-3,189
31393-join_why-2,31393-join_why-4,188
bin_30171-COVID_vaccine,31396-join_hear-1,188
31346-past12mo_tech-2,30153-Symptoms-1,188
31393-join_why-4,31393-join_why-2,188
30153-Symptoms-1,31346-past12mo_tech-2,188
30086-Gender-1,31344-devices_own-3,187
31346-past12mo_tech-3,30153-Symptoms-1,186
30153-Symptoms-1,31346-past12mo_tech-3,186
bin_age_40plus,bin_30107-alcohol_consume,186
31356-past12_recommended-1,31396-join_hear-2,186
31396-join_hear-2,31356-past12_recommended-1,186
31356-past12_recommended-2,30158-Symtpom_Neuro-1,185
30158-Symtpom_Neuro-1,31356-past12_recommended-2,185
31393-join_why-6,bin_30107-alcohol_consume,185
bin_30170-Flu_shot,31346-past12mo_tech-1,185
bin_30107-alcohol_consume,31393-join_why-6,185
30086-Gender-1,bin_32136-vaccine_didyou,184
30086-Gender-1,31405-skipped_why-4,184
30086-Gender-2,31396-join_hear-2,184
31356-past12_recommended-4,30154-Symptoms_Resp-1,183
30154-Symptoms_Resp-1,31356-past12_recommended-4,183
31393-join_why-1,31393-join_why-6,182
31393-join_why-6,31393-join_why-1,182
30166-Prev_exposure-1,31396-join_hear-1,181
30086-Gender-2,31396-join_hear-1,181
30086-Gender-1,30156-Symptom_GI-1,181
31396-join_hear-1,30166-Prev_exposure-1,181
31396-join_hear-1,30156-Symptom_GI-1,180
30156-Symptom_GI-1,31396-join_hear-1,180
31346-past12mo_tech-2,30156-Symptom_GI-1,180
30156-Symptom_GI-1,31346-past12mo_tech-2,180
31356-past12_recommended-2,bin_30107-alcohol_consume,179
bin_30107-alcohol_consume,31356-past12_recommended-2,179
31346-past12mo_tech-3,31393-join_why-2,178
31396-join_hear-1,30153-Symptoms-1,178
31393-join_why-2,31346-past12mo_tech-3,178
30082-Race-2,31393-join_why-2,178
30153-Symptoms-1,31396-join_hear-1,178
30086-Gender-2,31346-past12mo_tech-3,178
31344-devices_own-1,31396-join_hear-1,177
30086-Gender-1,30166-Prev_exposure-1,177
31346-past12mo_tech-2,31356-past12_recommended-1,177
31346-past12mo_tech-2,31393-join_why-2,177
31396-join_hear-1,31344-devices_own-1,177
31393-join_why-2,31346-past12mo_tech-2,177
31393-join_why-4,31393-join_why-3,177
31356-past12_recommended-1,31346-past12mo_tech-2,177
31396-join_hear-2,31393-join_why-1,176
31393-join_why-1,31396-join_hear-2,176
30153-Symptoms-1,31393-join_why-4,176
31393-join_why-4,30153-Symptoms-1,176
31344-devices_own-2,31393-join_why-3,176
30156-Symptom_GI-1,31393-join_why-4,175
bin_age_40plus,31346-past12mo_tech-1,175
31393-join_why-4,30166-Prev_exposure-1,175
30166-Prev_exposure-1,31393-join_why-4,175
31393-join_why-4,30156-Symptom_GI-1,175
30082-Race-1,31356-past12_recommended-2,174
31356-past12_recommended-4,31393-join_why-3,174
31396-join_hear-2,31393-join_why-3,174
31356-past12_recommended-4,31393-join_why-5,173
bin_36096-Post_covidvaccine,30156-Symptom_GI-1,173
30086-Gender-2,31346-past12mo_tech-2,173
31393-join_why-5,31356-past12_recommended-4,173
30086-Gender-1,bin_30171-COVID_vaccine,173
30082-Race-2,31393-join_why-1,173
bin_age_40plus,31356-past12_recommended-1,172
30082-Race-1,31396-join_hear-2,172
31344-devices_own-3,31346-past12mo_tech-5,171
30082-Race-1,31344-devices_own-2,171
31346-past12mo_tech-5,31344-devices_own-3,171
30082-Race-2,bin_30170-Flu_shot,170
31346-past12mo_tech-5,31405-skipped_why-4,170
31405-skipped_why-4,31346-past12mo_tech-5,170
bin_30107-alcohol_consume,31356-past12_recommended-4,170
31356-past12_recommended-4,bin_30107-alcohol_consume,170
31346-past12mo_tech-3,30158-Symtpom_Neuro-1,170
30158-Symtpom_Neuro-1,31346-past12mo_tech-3,170
30082-Race-1,31356-past12_recommended-4,169
31346-past12mo_tech-2,30158-Symtpom_Neuro-1,169
30158-Symtpom_Neuro-1,31346-past12mo_tech-2,169
31356-past12_recommended-1,31346-past12mo_tech-3,168
31346-past12mo_tech-3,31356-past12_recommended-1,168
31396-join_hear-1,30158-Symtpom_Neuro-1,167
bin_age_40plus,31393-join_why-2,167
31356-past12_recommended-2,31393-join_why-5,167
30158-Symtpom_Neuro-1,31396-join_hear-1,167
31393-join_why-5,31356-past12_recommended-2,167
31356-past12_recommended-2,30154-Symptoms_Resp-1,166
30154-Symptoms_Resp-1,31356-past12_recommended-2,166
30086-Gender-1,30153-Symptoms-1,166
bin_30170-Flu_shot,31393-join_why-1,166
31393-join_why-4,31393-join_why-1,166
31346-past12mo_tech-1,31396-join_hear-1,166
31396-join_hear-1,31346-past12mo_tech-1,166
31393-join_why-1,31393-join_why-4,166
30086-Gender-1,30158-Symtpom_Neuro-1,165
31346-past12mo_tech-2,30154-Symptoms_Resp-1,165
bin_36096-Post_covidvaccine,30166-Prev_exposure-1,165
30154-Symptoms_Resp-1,31346-past12mo_tech-2,165
bin_30170-Flu_shot,31393-join_why-3,163
30103-conditionsrisks-20,31393-join_why-5,163
31346-past12mo_tech-5,31386-covid_results-2,163
31393-join_why-5,30103-conditionsrisks-20,163
30158-Symtpom_Neuro-1,31393-join_why-4,162
bin_30170-Flu_shot,31356-past12_recommended-1,162
31356-past12_recommended-2,31393-join_why-3,162
31393-join_why-4,30158-Symtpom_Neuro-1,162
31393-join_why-4,31346-past12mo_tech-1,161
31346-past12mo_tech-3,30154-Symptoms_Resp-1,161
30082-Race-2,31346-past12mo_tech-1,161
30082-Race-1,bin_30170-Flu_shot,161
30154-Symptoms_Resp-1,31346-past12mo_tech-3,161
31346-past12mo_tech-1,31393-join_why-4,161
31344-devices_own-1,31346-past12mo_tech-5,160
31346-past12mo_tech-5,31344-devices_own-1,160
30082-Race-1,31393-join_why-1,160
30082-Race-2,bin_age_40plus,160
30103-conditionsrisks-20,31393-join_why-3,160
bin_age_40plus,30082-Race-2,160
bin_age_40plus,30082-Race-1,159
bin_31401-research_before,31386-covid_results-2,159
30086-Gender-2,31393-join_why-4,159
30082-Race-1,bin_age_40plus,159
bin_age_40plus,31393-join_why-3,158
bin_age_40plus,31356-past12_recommended-4,158
bin_31401-research_before,31405-skipped_why-4,157
31393-join_why-2,31396-join_hear-1,157
30086-Gender-2,bin_36096-Post_covidvaccine,157
30154-Symptoms_Resp-1,31396-join_hear-1,157
31396-join_hear-2,31393-join_why-5,157
31405-skipped_why-4,bin_31401-research_before,157
31393-join_why-5,31396-join_hear-2,157
31396-join_hear-1,31393-join_why-2,157
31396-join_hear-1,30154-Symptoms_Resp-1,157
bin_30171-COVID_vaccine,31346-past12mo_tech-5,157
bin_36096-Post_covidvaccine,31346-past12mo_tech-1,157
bin_age_40plus,31393-join_why-5,156
31344-devices_own-2,31356-past12_recommended-4,156
31346-past12mo_tech-3,bin_30107-alcohol_consume,156
bin_32136-vaccine_didyou,31346-past12mo_tech-5,156
bin_30107-alcohol_consume,31346-past12mo_tech-3,156
30160-Symptom_Inflamm-1,bin_31401-research_before,156
31356-past12_recommended-4,31344-devices_own-2,156
bin_31401-research_before,30160-Symptom_Inflamm-1,156
bin_30170-Flu_shot,31393-join_why-5,155
30160-Symptom_Inflamm-1,31346-past12mo_tech-5,155
bin_36096-Post_covidvaccine,31393-join_why-2,155
30082-Race-2,31393-join_why-3,155
31346-past12mo_tech-5,30160-Symptom_Inflamm-1,155
31344-devices_own-2,31393-join_why-1,154
31393-join_why-4,31356-past12_recommended-1,154
30086-Gender-1,31344-devices_own-1,154
31344-devices_own-3,bin_31401-research_before,154
31393-join_why-4,30154-Symptoms_Resp-1,154
31393-join_why-1,31344-devices_own-2,154
bin_31401-research_before,31344-devices_own-3,154
31356-past12_recommended-1,31393-join_why-4,154
30154-Symptoms_Resp-1,31393-join_why-4,154
bin_36096-Post_covidvaccine,bin_30107-alcohol_consume,153
bin_36096-Post_covidvaccine,30153-Symptoms-1,153
31346-past12mo_tech-2,31393-join_why-5,152
31396-join_hear-2,30103-conditionsrisks-20,152
30103-conditionsrisks-20,31396-join_hear-2,152
31393-join_why-5,31346-past12mo_tech-2,152
bin_36096-Post_covidvaccine,30158-Symtpom_Neuro-1,151
bin_30170-Flu_shot,31396-join_hear-2,151
31396-join_hear-1,31356-past12_recommended-1,151
31356-past12_recommended-1,31396-join_hear-1,151
30082-Race-1,31393-join_why-6,148
bin_30107-alcohol_consume,31346-past12mo_tech-2,148
31344-devices_own-3,31356-past12_recommended-3,148
bin_age_40plus,bin_30170-Flu_shot,148
31346-past12mo_tech-2,bin_30107-alcohol_consume,148
31356-past12_recommended-3,31344-devices_own-3,148
31356-past12_recommended-3,31405-skipped_why-4,147
31346-past12mo_tech-2,31393-join_why-3,147
31405-skipped_why-4,31356-past12_recommended-3,147
31356-past12_recommended-4,31393-join_why-1,147
31393-join_why-1,31356-past12_recommended-4,147
30082-Race-1,31346-past12mo_tech-3,146
bin_30171-COVID_vaccine,bin_31401-research_before,146
30082-Race-1,31346-past12mo_tech-2,146
31356-past12_recommended-2,31356-past12_recommended-4,146
31356-past12_recommended-4,31356-past12_recommended-2,146
31346-past12mo_tech-4,31344-devices_own-3,145
bin_32136-vaccine_didyou,bin_31401-research_before,145
31344-devices_own-3,31346-past12mo_tech-4,145
30086-Gender-1,bin_30107-alcohol_consume,145
bin_30107-alcohol_consume,31396-join_hear-1,145
31396-join_hear-1,bin_30107-alcohol_consume,145
bin_36096-Post_covidvaccine,31356-past12_recommended-1,145
bin_36096-Post_covidvaccine,31393-join_why-3,144
31346-past12mo_tech-4,31386-covid_results-2,144
30082-Race-2,31356-past12_recommended-1,144
31356-past12_recommended-3,31386-covid_results-2,144
31393-join_why-1,30103-conditionsrisks-20,143
31393-join_why-6,31356-past12_recommended-4,143
31356-past12_recommended-4,31393-join_why-6,143
31393-join_why-5,31346-past12mo_tech-3,143
30103-conditionsrisks-20,31393-join_why-1,143
31346-past12mo_tech-4,31405-skipped_why-4,143
30086-Gender-1,30154-Symptoms_Resp-1,143
31346-past12mo_tech-3,31393-join_why-5,143
31405-skipped_why-4,31346-past12mo_tech-4,143
31356-past12_recommended-2,31393-join_why-1,142
31356-past12_recommended-3,30160-Symptom_Inflamm-1,142
30086-Gender-1,31393-join_why-2,142
bin_36096-Post_covidvaccine,31393-join_why-1,142
31393-join_why-1,31356-past12_recommended-2,142
30160-Symptom_Inflamm-1,31356-past12_recommended-3,142
31396-join_hear-2,31344-devices_own-2,141
bin_age_40plus,31344-devices_own-2,141
31396-join_hear-1,31393-join_why-5,141
bin_36096-Post_covidvaccine,31393-join_why-5,141
31346-past12mo_tech-3,31393-join_why-3,141
31344-devices_own-2,31396-join_hear-2,141
31393-join_why-5,31396-join_hear-1,141
30158-Symtpom_Neuro-2,31344-devices_own-3,140
31344-devices_own-3,30158-Symtpom_Neuro-2,140
31405-skipped_why-4,30158-Symtpom_Neuro-2,140
30158-Symtpom_Neuro-2,31405-skipped_why-4,140
30156-Symptom_GI-1,bin_31401-research_before,139
bin_age_40plus,31393-join_why-1,139
bin_31401-research_before,30156-Symptom_GI-1,139
30166-Prev_exposure-1,31346-past12mo_tech-5,138
31346-past12mo_tech-5,30153-Symptoms-1,138
31344-devices_own-2,31393-join_why-6,138
30153-Symptoms-1,31346-past12mo_tech-5,138
31393-join_why-6,31344-devices_own-2,138
31393-join_why-4,31393-join_why-6,138
31356-past12_recommended-2,31344-devices_own-2,138
31344-devices_own-2,31356-past12_recommended-2,138
31393-join_why-6,31393-join_why-4,138
31346-past12mo_tech-5,30166-Prev_exposure-1,138
31356-past12_recommended-2,31393-join_why-6,137
bin_36096-Post_covidvaccine,bin_30170-Flu_shot,137
31393-join_why-6,31356-past12_recommended-2,137
bin_30170-Flu_shot,bin_36096-Post_covidvaccine,137
31346-past12mo_tech-5,30156-Symptom_GI-1,137
30156-Symptom_GI-1,31346-past12mo_tech-5,137
31344-devices_own-1,31356-past12_recommended-3,137
31356-past12_recommended-3,31344-devices_own-1,137
bin_30170-Flu_shot,30103-conditionsrisks-20,137
30160-Symptom_Inflamm-1,31346-past12mo_tech-4,136
bin_30107-alcohol_consume,31393-join_why-4,136
31393-join_why-4,bin_30107-alcohol_consume,136
31346-past12mo_tech-4,30160-Symptom_Inflamm-1,136
31346-past12mo_tech-3,31344-devices_own-2,135
bin_30171-COVID_vaccine,30158-Symtpom_Neuro-2,135
31344-devices_own-1,bin_31401-research_before,135
30082-Race-2,31393-join_why-6,135
bin_31401-research_before,31344-devices_own-1,135
31344-devices_own-2,31346-past12mo_tech-3,135
31393-join_why-1,31346-past12mo_tech-3,134
31346-past12mo_tech-4,31344-devices_own-1,134
31346-past12mo_tech-2,31393-join_why-1,134
31346-past12mo_tech-2,31344-devices_own-2,134
31346-past12mo_tech-5,31346-past12mo_tech-1,134
31346-past12mo_tech-1,31346-past12mo_tech-5,134
31344-devices_own-2,31346-past12mo_tech-2,134
31344-devices_own-1,31346-past12mo_tech-4,134
31393-join_why-1,31346-past12mo_tech-2,134
31346-past12mo_tech-3,31393-join_why-1,134
30086-Gender-2,31346-past12mo_tech-5,134
30082-Race-2,31393-join_why-5,134
31356-past12_recommended-2,30103-conditionsrisks-20,132
31346-past12mo_tech-2,31346-past12mo_tech-3,132
30153-Symptoms-1,bin_31401-research_before,132
31356-past12_recommended-4,31346-past12mo_tech-2,132
31346-past12mo_tech-2,31356-past12_recommended-4,132
30166-Prev_exposure-1,bin_31401-research_before,132
31346-past12mo_tech-3,31346-past12mo_tech-2,132
bin_31401-research_before,30166-Prev_exposure-1,132
bin_31401-research_before,30153-Symptoms-1,132
bin_32136-vaccine_didyou,30158-Symtpom_Neuro-2,132
30086-Gender-1,30082-Race-1,132
30082-Race-1,30086-Gender-1,132
30103-conditionsrisks-20,31356-past12_recommended-2,132
31396-join_hear-2,31393-join_why-6,130
31393-join_why-6,31396-join_hear-2,130
bin_30171-COVID_vaccine,31346-past12mo_tech-4,129
30154-Symptoms_Resp-2,31405-skipped_why-4,128
30158-Symtpom_Neuro-2,31386-covid_results-2,128
31346-past12mo_tech-3,31356-past12_recommended-4,128
31356-past12_recommended-1,31346-past12mo_tech-5,128
31356-past12_recommended-4,31346-past12mo_tech-3,128
31346-past12mo_tech-5,31356-past12_recommended-1,128
30082-Race-2,31396-join_hear-2,128
31405-skipped_why-4,30154-Symptoms_Resp-2,128
31346-past12mo_tech-2,31356-past12_recommended-2,127
31393-join_why-6,30103-conditionsrisks-20,127
30103-conditionsrisks-20,31393-join_why-6,127
31393-join_why-2,31346-past12mo_tech-5,127
31346-past12mo_tech-5,31393-join_why-2,127
31346-past12mo_tech-1,bin_31401-research_before,127
bin_31401-research_before,31346-past12mo_tech-1,127
31356-past12_recommended-2,31346-past12mo_tech-2,127
bin_30107-alcohol_consume,31346-past12mo_tech-5,126
31344-devices_own-1,30158-Symtpom_Neuro-2,126
30158-Symtpom_Neuro-2,30160-Symptom_Inflamm-1,126
30158-Symtpom_Neuro-2,31344-devices_own-1,126
30086-Gender-2,bin_31401-research_before,126
30160-Symptom_Inflamm-1,30158-Symtpom_Neuro-2,126
31346-past12mo_tech-5,bin_30107-alcohol_consume,126
30086-Gender-1,31396-join_hear-2,125
31405-skipped_why-4,30154-Symptoms_Resp-3,125
bin_32136-vaccine_didyou,31346-past12mo_tech-4,125
30154-Symptoms_Resp-3,31405-skipped_why-4,125
31396-join_hear-1,31393-join_why-3,125
bin_31401-research_before,30158-Symtpom_Neuro-1,125
30158-Symtpom_Neuro-1,bin_31401-research_before,125
bin_31401-research_before,31356-past12_recommended-1,124
31344-devices_own-2,30103-conditionsrisks-20,124
31356-past12_recommended-1,bin_31401-research_before,124
30082-Race-1,31396-join_hear-1,124
30103-conditionsrisks-20,31344-devices_own-2,124
30086-Gender-1,bin_30170-Flu_shot,123
bin_30171-COVID_vaccine,31356-past12_recommended-3,123
31344-devices_own-3,30154-Symptoms_Resp-2,123
bin_31401-research_before,31393-join_why-2,123
31393-join_why-2,bin_31401-research_before,123
30154-Symptoms_Resp-2,31344-devices_own-3,123
30082-Race-1,30158-Symtpom_Neuro-2,123
bin_30170-Flu_shot,31344-devices_own-2,123
30082-Race-1,bin_36096-Post_covidvaccine,123
30158-Symtpom_Neuro-1,31346-past12mo_tech-5,122
30082-Race-2,31344-devices_own-2,122
31405-skipped_why-4,31396-join_hear-6,122
31396-join_hear-6,31405-skipped_why-4,122
31346-past12mo_tech-5,30158-Symtpom_Neuro-1,122
bin_32136-vaccine_didyou,31356-past12_recommended-3,122
31346-past12mo_tech-3,31356-past12_recommended-2,122
31356-past12_recommended-2,31346-past12mo_tech-3,122
31346-past12mo_tech-4,30166-Prev_exposure-1,121
31346-past12mo_tech-1,31356-past12_recommended-3,121
31356-past12_recommended-3,31346-past12mo_tech-1,121
31396-join_hear-6,31344-devices_own-3,121
30166-Prev_exposure-1,31346-past12mo_tech-4,121
30086-Gender-2,30158-Symtpom_Neuro-2,121
31344-devices_own-3,31396-join_hear-6,121
bin_30171-COVID_vaccine,30154-Symptoms_Resp-2,120
30086-Gender-1,31346-past12mo_tech-1,120
bin_32136-vaccine_didyou,30154-Symptoms_Resp-2,120
31396-join_hear-6,31386-covid_results-2,120
30154-Symptoms_Resp-3,31344-devices_own-3,120
bin_36096-Post_covidvaccine,30154-Symptoms_Resp-1,120
31344-devices_own-3,30154-Symptoms_Resp-3,120
31346-past12mo_tech-1,31346-past12mo_tech-4,119
31346-past12mo_tech-2,31393-join_why-6,119
30158-Symtpom_Neuro-2,30166-Prev_exposure-1,119
30166-Prev_exposure-1,30158-Symtpom_Neuro-2,119
31393-join_why-6,31346-past12mo_tech-2,119
30082-Race-2,30103-conditionsrisks-20,119
bin_age_40plus,31396-join_hear-2,119
31346-past12mo_tech-4,31346-past12mo_tech-1,119
31344-devices_own-2,31393-join_why-4,118
31405-skipped_why-4,30166-Prev_exposure-2,118
30154-Symptoms_Resp-1,31346-past12mo_tech-5,118
30154-Symptoms_Resp-2,31386-covid_results-2,118
30166-Prev_exposure-2,31405-skipped_why-4,118
30086-Gender-1,31356-past12_recommended-1,118
31356-past12_recommended-1,31356-past12_recommended-3,118
31356-past12_recommended-3,31356-past12_recommended-1,118
31346-past12mo_tech-5,30154-Symptoms_Resp-1,118
31393-join_why-4,31344-devices_own-2,118
31346-past12mo_tech-5,31393-join_why-5,117
31356-past12_recommended-2,31396-join_hear-2,117
31393-join_why-5,31346-past12mo_tech-5,117
31396-join_hear-2,31356-past12_recommended-2,117
31393-join_why-6,31346-past12mo_tech-3,116
31346-past12mo_tech-3,31393-join_why-6,116
31396-join_hear-6,30160-Symptom_Inflamm-1,115
30166-Prev_exposure-2,31386-covid_results-2,115
bin_31401-research_before,bin_30107-alcohol_consume,115
30086-Gender-2,31346-past12mo_tech-4,115
bin_30107-alcohol_consume,bin_31401-research_before,115
bin_30170-Flu_shot,31393-join_why-6,115
31344-devices_own-2,31396-join_hear-1,115
30160-Symptom_Inflamm-1,31396-join_hear-6,115
30082-Race-1,31393-join_why-4,115
30103-conditionsrisks-4,31386-covid_results-2,115
bin_age_40plus,31393-join_why-6,115
bin_30171-COVID_vaccine,30154-Symptoms_Resp-3,115
31396-join_hear-1,31344-devices_own-2,115
30086-Gender-2,30103-conditionsrisks-4,115
30103-conditionsrisks-4,31405-skipped_why-4,114
31346-past12mo_tech-4,31393-join_why-2,114
31405-skipped_why-4,30103-conditionsrisks-4,114
